New_BOL,New_Set1_Y,New_30K,New_Set2_Y,New_75K,New_Set3_Y
1295.76073,0.018548,1292.55883,0.019124,1293.60481,0.019017
1315.94057,0.018506,1308.54215,0.017685,1316.92329,0.019654
1335.39972,0.018729,1331.0585,0.017949,1334.90702,0.020529
1355.14708,0.019941,1347.93656,0.018657,1364.48917,0.01987
1375.18282,0.018696,1382.74255,0.018209,1365.26252,0.021146
1395.07437,0.018697,1398.16846,0.017942,1396.74401,0.019136
1415.11002,0.017871,1398.55156,0.017049,1431.53009,0.018582
1434.85746,0.019118,1458.64332,0.01845,1432.1465,0.019147
1455.03731,0.019269,1459.32599,0.018654,1449.04544,0.019652
1474.78466,0.017794,1487.92725,0.017865,1470.46001,0.019461
1494.67621,0.020658,1494.32222,0.018797,1500.92364,0.018599
1514.85605,0.019192,1514.43838,0.017016,1507.02755,0.019186
1534.8918,0.017892,1555.7623,0.018855,1522.52201,0.019973
1554.92744,0.018529,1557.79033,0.018817,1559.29293,0.019325
1574.2424,0.018849,1576.76939,0.019092,1601.33118,0.018645
1594.56644,0.019582,1592.72827,0.018986,1613.31771,0.018602
1614.60209,0.019113,1631.02374,0.019654,1628.81875,0.019358
1634.49364,0.017532,1637.22319,0.017042,1649.0064,0.019984
1654.52938,0.018653,1665.84121,0.017745,1677.3028,0.01921
1674.42093,0.018662,1666.90212,0.018538,1685.0902,0.01769
1694.16828,0.01923,1687.02684,0.018675,1717.72632,0.01914
1714.34822,0.020071,1714.32137,0.019333,1723.66112,0.019852
1734.09557,0.018269,1728.47474,0.018529,1750.74263,0.019787
1754.13132,0.018851,1746.25492,0.018453,1781.04775,0.020029
1773.87867,0.01786,1750.31732,0.017892,1793.6647,0.020092
1793.91441,0.018763,1803.00018,0.018318,1806.90676,0.019131
1813.80596,0.018302,1815.92574,0.018761,1833.81641,0.020425
1833.55331,0.018374,1832.20678,0.017628,1859.09984,0.019146
1853.58906,0.018702,1848.10056,0.019092,1874.56284,0.018713
1873.62461,0.018988,1874.41675,0.01836,1888.38742,0.019679
1893.51616,0.018745,1897.23561,0.016533,1926.63669,0.019347
1913.40771,0.016933,1940.20091,0.018367,1933.47007,0.01902
1933.15525,0.018164,1940.3604,0.018085,1952.97793,0.020187
1953.47919,0.019151,1955.34408,0.016837,1969.31942,0.020168
1973.22655,0.019728,1971.97047,0.018683,2003.88218,0.017796
1993.26229,0.018111,2001.9843,0.018303,2014.18105,0.020505
2013.29803,0.017862,2030.55892,0.018114,2025.31227,0.018844
2033.33359,0.01796,2035.74089,0.019063,2058.51472,0.019765
2052.79274,0.019464,2035.89679,0.017854,2074.67171,0.020538
2073.40508,0.019363,2076.26165,0.017967,2075.48506,0.018853
2092.43183,0.018551,2078.01566,0.018155,2106.66812,0.019456
2112.61158,0.019406,2115.41664,0.017254,2128.44479,0.019146
2132.35893,0.018026,2136.113,0.018207,2160.64898,0.019744
2152.25048,0.018954,2140.95353,0.017894,2165.59808,0.019579
2172.28622,0.018689,2179.8551,0.01847,2195.82428,0.020562
2192.46616,0.0193,2190.99613,0.016266,2200.73371,0.019007
2212.79011,0.018556,2197.38918,0.018959,2236.46805,0.020367
2232.53746,0.01877,2244.54885,0.017319,2276.79703,0.019041
2252.28481,0.019321,2250.61841,0.018089,2287.00105,0.018861
2272.32056,0.018148,2264.57598,0.017904,2295.73607,0.018614
2292.3563,0.017586,2292.09794,0.018693,2306.17243,0.019082
2311.81545,0.019111,2316.31918,0.018089,2337.23685,0.019745
2332.57179,0.020342,2330.11178,0.017908,2354.70417,0.019508
,0.01887481,,0.017993336,,0.019575345
